accession,rung,arm,gain
Q15652,mammal,region,0
Q15652,mammal,region,0
Q15652,mammal,control,0
Q15652,mammal,control,1
Q15652,mammal,control,0
Q15652,mammal,control,0
Q15652,mammal,control,0
Q15652,mammal,control,0
Q15652,mammal,region,0
Q15652,mammal,region,0
Q15652,mammal,region,0
Q15652,mammal,region,0
Q15652,mammal,region,0
Q15652,mammal,region,0
Q15652,mammal,region,0
Q15652,mammal,control,0
Q15652,mammal,control,0
Q15652,mammal,control,1
Q15652,mammal,control,0
Q15652,mammal,control,0
Q15652,mammal,control,0
Q15652,mammal,control,1
Q15652,mammal,control,0
Q15652,mammal,control,0
Q15723,mammal,control,0
Q15723,mammal,control,0
Q15942,mammal,region,0
Q15942,mammal,region,0
Q15942,mammal,region,0
Q15942,mammal,region,0
Q15942,mammal,region,0
Q15942,mammal,region,0
Q15942,mammal,region,0
Q15942,mammal,region,0
Q15942,mammal,control,0
Q15942,mammal,control,0
Q16204,mammal,control,0
Q16204,mammal,control,0
Q16594,mammal,region,0
Q16594,mammal,region,0
Q2M2I8,mammal,region,0
Q2M2I8,mammal,region,0
Q2M2I8,mammal,region,0
Q2M2I8,mammal,control,0
Q2M2I8,mammal,control,1
Q2M2I8,mammal,control,0
Q4LDE5,mammal,control,0
Q53ET0,mammal,region,0
Q53ET0,mammal,region,0
Q5H9F3,mammal,control,0
Q5H9F3,mammal,control,0
Q5JSZ5,mammal,control,0
Q5JSZ5,mammal,control,0
Q5JSZ5,mammal,control,0
Q5JSZ5,mammal,control,0
Q5T5J6,mammal,region,0
Q5T5J6,mammal,region,0
Q5T5J6,mammal,control,1
Q5T5J6,mammal,control,0
Q5T5J6,mammal,control,1
Q5T5J6,mammal,control,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,control,0
Q5T6F2,mammal,control,0
Q5T6F2,mammal,control,0
Q5T6F2,mammal,control,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,control,0
Q5T6F2,mammal,control,0
Q5T6F2,mammal,control,0
Q5T6F2,mammal,region,1
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,1
Q5T6F2,mammal,region,0
Q5T6F2,mammal,control,0
Q5T6F2,mammal,control,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,region,0
Q5T6F2,mammal,control,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,control,0
Q5VT52,mammal,control,0
Q5VT52,mammal,control,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,control,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,control,0
Q5VT52,mammal,control,0
Q5VT52,mammal,control,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,region,0
Q5VT52,mammal,control,0
Q5VT52,mammal,control,0
Q5VT52,mammal,control,0
Q5VT52,mammal,control,0
Q5VT52,mammal,control,0
Q5VT52,mammal,control,0
Q5VUA4,mammal,region,0
Q5VUA4,mammal,region,0
Q5VUA4,mammal,region,0
Q5VUA4,mammal,region,0
Q5VUA4,mammal,region,0
Q5VUA4,mammal,control,0
Q5VUA4,mammal,control,0
Q5VUA4,mammal,control,0
Q5VUA4,mammal,control,0
Q5VUA4,mammal,region,0
Q5VUA4,mammal,region,0
Q5VUA4,mammal,control,0
Q5VUA4,mammal,control,0
Q5VWN6,mammal,region,0
Q5VWN6,mammal,region,1
Q5VWN6,mammal,region,0
Q5VWN6,mammal,region,0
Q5VWN6,mammal,region,1
Q5VWN6,mammal,control,0
Q5VWN6,mammal,control,0
Q5VWN6,mammal,region,0
Q5VWN6,mammal,region,0
Q5VWN6,mammal,region,0
Q5VWN6,mammal,region,0
Q5VWN6,mammal,region,0
Q5VWN6,mammal,control,0
Q5VWN6,mammal,control,0
Q5VWN6,mammal,control,0
Q68CP9,mammal,control,0
Q68CP9,mammal,control,0
Q68CP9,mammal,region,0
Q68CP9,mammal,region,0
Q68CP9,mammal,control,0
Q68CP9,mammal,control,0
Q68CP9,mammal,control,0
Q68CP9,mammal,control,0
Q68CP9,mammal,region,0
Q68CP9,mammal,region,0
Q68CP9,mammal,region,0
Q68CP9,mammal,region,0
Q68CP9,mammal,control,0
Q68CP9,mammal,control,0
Q68CP9,mammal,control,0
Q68CP9,mammal,control,0
Q68CP9,mammal,control,0
Q6KC79,mammal,control,0
Q6KC79,mammal,control,0
Q6MZP7,mammal,control,0
Q6MZP7,mammal,control,0
Q6MZP7,mammal,control,0
Q6MZP7,mammal,control,0
Q6MZP7,mammal,control,0
Q6MZP7,mammal,control,0
Q6MZP7,mammal,region,0
Q6MZP7,mammal,control,0
Q6MZP7,mammal,control,0
Q6N021,mammal,region,0
Q6N021,mammal,region,0
Q6N021,mammal,control,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6P4R8,mammal,region,0
Q6PCB5,mammal,control,0
Q6PCB5,mammal,control,0
Q6PCB5,mammal,control,0
Q6PCB5,mammal,control,0
Q6PJG2,mammal,region,0
Q6PJG2,mammal,region,0
Q6PJG2,mammal,region,0
Q6PJG2,mammal,region,0
Q6PJG2,mammal,control,0
Q6PJG2,mammal,control,0
Q6PJG2,mammal,control,0
Q6PJG2,mammal,control,0
Q6UN15,mammal,region,0
Q6UN15,mammal,region,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,control,0
Q6UUV7,mammal,control,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,control,0
Q6UUV7,mammal,control,0
Q6UUV7,mammal,control,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,region,0
Q6UUV7,mammal,control,0
Q6UUV7,mammal,control,0
Q6UUV7,mammal,control,0
Q6UUV7,mammal,control,0
Q6UUV7,mammal,control,0
Q6UUV7,mammal,control,0
Q6UUV7,mammal,control,0
Q6VMQ6,mammal,control,0
Q6VMQ6,mammal,control,0
Q6VMQ6,mammal,control,0
Q6VMQ6,mammal,control,0
Q6VMQ6,mammal,control,0
Q6VMQ6,mammal,region,0
Q6VMQ6,mammal,control,0
Q6VMQ6,mammal,control,0
Q6VMQ6,mammal,control,0
Q6VMQ6,mammal,control,0
Q6VMQ6,mammal,control,0
Q6VMQ6,mammal,region,0
Q6VMQ6,mammal,region,0
Q6VMQ6,mammal,region,0
Q6VMQ6,mammal,region,0
Q6VMQ6,mammal,region,0
Q6VMQ6,mammal,region,0
Q6VMQ6,mammal,region,0
Q6VMQ6,mammal,region,0
Q6VMQ6,mammal,region,0
Q6VMQ6,mammal,region,0
Q6VMQ6,mammal,region,0
Q6VMQ6,mammal,region,0
Q6VMQ6,mammal,control,1
Q6VMQ6,mammal,control,0
Q6VMQ6,mammal,control,0
Q6VMQ6,mammal,control,0
Q6W2J9,mammal,region,0
Q6W2J9,mammal,region,0
Q6ZRI6,mammal,region,0
Q6ZRI6,mammal,region,0
Q6ZU65,mammal,region,0
Q6ZU65,mammal,region,0
Q6ZU65,mammal,region,0
Q7LBC6,mammal,region,0
Q7LBC6,mammal,region,0
Q7LBC6,mammal,region,0
Q7LBC6,mammal,region,0
Q7LBC6,mammal,region,0
Q7LBC6,mammal,region,0
Q7LBC6,mammal,region,0
Q7LBC6,mammal,region,0
Q7LBC6,mammal,region,0
Q7LBC6,mammal,region,0
Q7LBC6,mammal,control,0
Q7LBC6,mammal,control,0
Q7LBC6,mammal,control,0
Q7LBC6,mammal,control,0
Q7LBC6,mammal,control,0
Q7LBC6,mammal,control,0
Q7LBC6,mammal,region,0
Q7LBC6,mammal,control,0
Q7LBC6,mammal,control,0
Q7LBC6,mammal,control,0
Q7Z2W4,mammal,region,0
Q7Z2W4,mammal,region,0
Q7Z2W4,mammal,region,0
Q7Z2W4,mammal,region,0
Q7Z2W4,mammal,region,0
Q7Z2W4,mammal,region,0
Q7Z2W4,mammal,region,0
Q7Z2W4,mammal,region,0
Q7Z2W4,mammal,control,0
Q7Z2W4,mammal,control,1
Q7Z2W4,mammal,control,0
Q7Z2W4,mammal,control,1
Q7Z2W4,mammal,control,0
Q7Z2W4,mammal,control,0
Q7Z2W4,mammal,control,0
Q7Z2W4,mammal,control,1
Q7Z2W4,mammal,control,0
Q7Z2W4,mammal,control,1
Q7Z2W4,mammal,control,0
Q7Z2W4,mammal,control,0
Q7Z3K3,mammal,control,0
Q7Z3K3,mammal,control,0
Q7Z3K3,mammal,control,0
Q7Z3K3,mammal,control,0
Q7Z3K3,mammal,control,0
Q7Z3K3,mammal,control,0
Q7Z3K3,mammal,region,0
Q7Z3K3,mammal,region,0
Q7Z3K3,mammal,control,0
Q7Z3K3,mammal,control,0
Q7Z589,mammal,control,0
Q7Z589,mammal,control,0
Q7Z589,mammal,control,0
Q7Z589,mammal,control,0
Q7Z589,mammal,control,0
Q7Z589,mammal,control,0
Q7Z589,mammal,control,0
Q7Z589,mammal,control,0
Q7Z589,mammal,control,0
Q7Z589,mammal,control,0
Q7Z589,mammal,region,0
Q7Z5L9,mammal,region,0
Q7Z5L9,mammal,region,0
Q7Z5L9,mammal,region,0
Q7Z5L9,mammal,region,0
Q7Z5L9,mammal,control,0
Q7Z5L9,mammal,control,0
Q7Z5L9,mammal,control,0
Q7Z6J0,mammal,region,0
Q7Z6J0,mammal,region,0
Q7Z6J0,mammal,control,0
Q7Z6J0,mammal,control,0
Q7Z739,mammal,region,0
Q7Z739,mammal,region,0
Q7Z739,mammal,control,0
Q7Z739,mammal,control,0
Q86TC9,mammal,region,0
Q86TC9,mammal,region,0
Q86TC9,mammal,region,0
Q86TC9,mammal,region,0
Q86TC9,mammal,region,0
Q86TC9,mammal,region,0
Q86TC9,mammal,region,0
Q86TC9,mammal,region,0
Q86TC9,mammal,control,0
Q86TC9,mammal,control,0
Q86TC9,mammal,control,0
Q86TC9,mammal,control,0
Q86TC9,mammal,control,0
Q86TC9,mammal,control,0
Q86TC9,mammal,control,0
Q86TC9,mammal,control,0
Q86UE4,mammal,region,0
Q86UE4,mammal,region,0
Q86UU0,mammal,control,0
Q86UU0,mammal,control,0
Q86UU0,mammal,control,0
Q86UU0,mammal,control,0
Q86UU0,mammal,control,0
Q86UU0,mammal,control,0
Q86V15,mammal,control,0
Q86YP4,mammal,control,0
Q86YP4,mammal,control,0
Q8IVF2,mammal,region,0
Q8IVF2,mammal,control,0
Q8IVF2,mammal,control,0
Q8IVF2,mammal,control,1
Q8IVF2,mammal,control,0
Q8IVF2,mammal,control,0
Q8IVL0,mammal,region,0
Q8IVL1,mammal,region,0
Q8IVL1,mammal,control,0
Q8IVW6,mammal,region,0
Q8IVW6,mammal,region,0
Q8IVW6,mammal,region,0
Q8IWB9,mammal,region,0
Q8IWB9,mammal,region,0
Q8IWB9,mammal,region,0
Q8IWB9,mammal,region,0
Q8IWB9,mammal,region,0
Q8IWB9,mammal,region,0
Q8IWI9,mammal,region,0
Q8IWI9,mammal,region,0
Q8IWI9,mammal,region,0
Q8IWI9,mammal,region,0
Q8IWI9,mammal,region,0
Q8IWI9,mammal,region,0
Q8IWI9,mammal,region,0
Q8IWI9,mammal,region,0
Q8IWI9,mammal,control,0
Q8IWI9,mammal,control,0
Q8IWP9,mammal,region,0
Q8IWP9,mammal,region,0
Q8IWP9,mammal,region,0
Q8IWP9,mammal,region,0
Q8IWP9,mammal,region,0
Q8IX12,mammal,control,0
Q8IX12,mammal,control,0
Q8IY33,mammal,control,0
Q8IY33,mammal,control,0
Q8IY33,mammal,control,0
Q8IY33,mammal,control,0
Q8IY33,mammal,control,0
Q8IZ21,mammal,region,0
Q8IZ21,mammal,region,0
Q8IZ21,mammal,region,0
Q8IZ21,mammal,region,0
Q8IZ21,mammal,region,1
Q8IZ21,mammal,region,0
Q8IZ21,mammal,region,0
Q8IZ21,mammal,region,0
Q8IZ21,mammal,region,0
Q8IZ21,mammal,region,1
Q8IZ21,mammal,region,0
Q8IZ21,mammal,region,1
Q8IZ21,mammal,region,0
Q8IZ21,mammal,region,0
Q8IZ21,mammal,control,0
Q8IZ21,mammal,control,0
Q8IZ21,mammal,control,0
Q8IZ21,mammal,control,0
Q8IZH2,mammal,region,0
Q8IZH2,mammal,region,0
Q8IZH2,mammal,control,0
Q8N1G0,mammal,region,0
Q8N1G0,mammal,region,0
Q8N1G0,mammal,region,0
Q8N1G0,mammal,region,0
Q8N1G0,mammal,control,0
Q8N1G0,mammal,control,0
Q8N1G0,mammal,control,0
Q8N1G0,mammal,control,0
Q8N3V7,mammal,region,0
Q8N3V7,mammal,region,0
Q8N3V7,mammal,control,0
Q8N3X1,mammal,region,0
Q8N3X1,mammal,region,0
Q8N3X1,mammal,region,0
Q8NDX5,mammal,region,0
Q8NDX5,mammal,control,0
Q8NDX5,mammal,control,0
Q8NDX5,mammal,control,0
Q8NDX5,mammal,region,0
Q8NDX5,mammal,region,0
Q8NDX5,mammal,region,0
Q8NDX5,mammal,region,0
Q8NDX5,mammal,control,0
Q8NDX5,mammal,control,0
Q8NDX5,mammal,control,0
Q8NDX5,mammal,control,0
Q8NDX5,mammal,control,0
Q8NDX5,mammal,control,0
Q8NEM7,mammal,region,0
Q8NEM7,mammal,region,0
Q8NEM7,mammal,region,0
Q8NEM7,mammal,region,0
Q8NEZ4,mammal,region,0
Q8NEZ4,mammal,control,0
Q8NEZ4,mammal,control,0
Q8NFD5,mammal,control,0
Q8NFD5,mammal,control,0
Q8NG31,mammal,region,0
Q8NG31,mammal,region,0
Q8NG31,mammal,region,0
Q8NG31,mammal,region,0
Q8NG31,mammal,region,0
Q8NG31,mammal,region,0
Q8NG31,mammal,control,1
Q8NG31,mammal,control,0
Q8NG31,mammal,control,0
Q8NG31,mammal,control,1
Q8NG31,mammal,control,0
Q8NG31,mammal,control,0
Q8NG31,mammal,control,0
Q8NG31,mammal,control,1
Q8NG31,mammal,control,0
Q8NG31,mammal,control,0
Q8TC07,mammal,region,0
Q8TC07,mammal,region,0
Q8TC07,mammal,region,0
Q8TC07,mammal,region,0
Q8TC07,mammal,region,0
Q8TC07,mammal,region,0
Q8TC07,mammal,region,0
Q8TCU4,mammal,region,0
Q8TCU4,mammal,region,0
Q8TCU4,mammal,region,0
Q8TCU4,mammal,region,0
Q8TCU4,mammal,region,0
Q8TCU4,mammal,region,0
Q8TCU4,mammal,region,0
Q8TDM6,mammal,region,0
Q8TDM6,mammal,region,0
Q8TDM6,mammal,region,0
Q8TDM6,mammal,region,0
Q8TDM6,mammal,control,0
Q8TEQ6,mammal,region,0
Q8TEQ6,mammal,region,0
Q8TEQ6,mammal,region,0
Q8TEQ6,mammal,region,0
Q8TEQ6,mammal,region,0
Q8TEQ6,mammal,region,0
Q8WWM7,mammal,region,0
Q8WWM7,mammal,region,0
Q8WWM7,mammal,region,0
Q8WWM7,mammal,control,0
Q8WWM7,mammal,control,0
Q8WWM7,mammal,control,0
Q8WWM7,mammal,control,0
Q8WWM7,mammal,control,0
Q8WY36,mammal,region,0
Q8WY36,mammal,region,0
Q8WY36,mammal,region,0
Q8WY36,mammal,region,0
Q8WY36,mammal,control,0
Q8WY36,mammal,control,0
Q8WYP5,mammal,region,0
Q8WYP5,mammal,region,0
Q8WYP5,mammal,region,0
Q8WYP5,mammal,region,0
Q8WYP5,mammal,region,0
Q8WYP5,mammal,region,0
Q8WYP5,mammal,region,0
Q8WYP5,mammal,region,0
Q8WYP5,mammal,control,0
Q8WYP5,mammal,control,0
Q8WYP5,mammal,control,0
Q8WYP5,mammal,control,1
Q8WYP5,mammal,control,0
Q8WYP5,mammal,control,0
Q8WYP5,mammal,control,0
Q8WYP5,mammal,region,0
Q8WYP5,mammal,region,0
Q8WYP5,mammal,region,0
Q8WYP5,mammal,region,0
Q8WYP5,mammal,region,1
Q8WYP5,mammal,region,0
Q92540,mammal,control,0
Q92540,mammal,control,0
Q92733,mammal,region,0
Q92733,mammal,region,0
Q92793,mammal,region,0
Q92793,mammal,region,0
Q92793,mammal,control,0
Q92793,mammal,control,0
Q92793,mammal,control,0
Q92793,mammal,control,0
Q92793,mammal,control,0
Q92793,mammal,control,0
Q92793,mammal,control,0
Q92793,mammal,control,0
Q92917,mammal,region,0
Q92917,mammal,region,0
Q92917,mammal,control,0
Q92917,mammal,control,0
Q92917,mammal,control,0
Q92917,mammal,control,0
Q92917,mammal,control,0
Q92917,mammal,control,0
Q96B97,mammal,region,0
Q96B97,mammal,control,0
Q96B97,mammal,control,0
Q96HC4,mammal,region,0
Q96HC4,mammal,region,0
Q96HC4,mammal,region,0
Q96HC4,mammal,region,0
Q96HC4,mammal,region,0
Q96HC4,mammal,region,0
Q96JH7,mammal,region,0
Q96JH7,mammal,region,0
Q96JH7,mammal,control,0
Q96KR1,mammal,region,0
Q96KR1,mammal,region,0
Q96KR1,mammal,region,0
Q96KR1,mammal,control,0
Q96KR1,mammal,control,0
Q96KR1,mammal,control,0
Q96KR1,mammal,control,0
Q96KR1,mammal,control,1
Q96KR1,mammal,control,0
Q96KR1,mammal,control,0
Q96KR1,mammal,control,1
Q96KR1,mammal,control,0
Q96KR1,mammal,control,0
Q96KR1,mammal,control,0
Q96KR1,mammal,region,0
Q96KR1,mammal,region,0
Q96KR1,mammal,region,0
Q96KR1,mammal,region,0
Q96KR1,mammal,region,0
Q96KR1,mammal,control,0
Q96KR1,mammal,control,0
Q96KR1,mammal,control,1
Q96KR1,mammal,control,0
Q96KR1,mammal,control,0
Q96KR1,mammal,control,0
Q96KR1,mammal,region,0
Q96KR1,mammal,region,0
Q96KR1,mammal,region,0
Q96KR1,mammal,region,0
Q96KR1,mammal,region,0
Q96KR1,mammal,region,0
Q96KR1,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,region,0
Q96L91,mammal,control,0
Q96L91,mammal,control,1
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,1
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,1
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,1
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,0
Q96L91,mammal,control,1
Q96L91,mammal,control,1
Q96L91,mammal,control,0
Q96M27,mammal,region,0
Q96M27,mammal,region,0
Q96M27,mammal,region,0
Q96M27,mammal,region,0
Q96M27,mammal,region,0
Q96M27,mammal,region,0
Q96MY1,mammal,region,0
Q96MY1,mammal,region,0
Q96QT6,mammal,control,0
Q96QT6,mammal,control,0
Q96ST3,mammal,control,0
Q96ST3,mammal,control,0
Q96T58,mammal,region,0
Q96T58,mammal,region,0
Q96T58,mammal,region,0
Q96T58,mammal,region,0
Q96T58,mammal,region,0
Q96T58,mammal,control,1
Q96T58,mammal,control,1
Q96T58,mammal,control,0
Q96T58,mammal,control,0
Q96T58,mammal,control,0
Q96T58,mammal,control,0
Q96T58,mammal,control,1
Q96T58,mammal,control,0
Q96T58,mammal,control,0
Q96T58,mammal,control,0
Q96T58,mammal,control,0
Q96T58,mammal,region,0
Q96T58,mammal,region,0
Q96T58,mammal,region,0
Q96T58,mammal,region,0
Q96T58,mammal,region,0
Q96T58,mammal,region,0
Q96T58,mammal,region,0
Q96T58,mammal,control,0
Q96T58,mammal,control,0
Q96T58,mammal,control,0
Q96T58,mammal,control,0
Q96T58,mammal,control,0
Q96T58,mammal,control,0
Q96T58,mammal,region,0
Q96T58,mammal,region,0
Q96T58,mammal,region,0
Q96T58,mammal,control,0
Q96T58,mammal,control,0
Q96T58,mammal,control,0
Q99504,mammal,region,0
Q99504,mammal,region,0
Q99504,mammal,control,0
Q9BTA9,mammal,control,0
Q9BTC0,mammal,control,0
Q9BTC0,mammal,control,0
Q9BTC0,mammal,region,0
Q9BTC0,mammal,region,0
Q9BTC0,mammal,region,0
Q9BTC0,mammal,region,0
Q9BTC0,mammal,region,0
Q9BTC0,mammal,region,0
Q9BTC0,mammal,region,1
Q9BTC0,mammal,region,0
Q9BTC0,mammal,control,0
Q9BTC0,mammal,control,0
Q9BTC0,mammal,region,0
Q9BTC0,mammal,region,0
Q9BTC0,mammal,region,0
