accession,arm,observed,expected_length,expected_st,expected_disorder,n_oglcnac,n_phospho,n_st,length
O75909,regional,0,0.0310344827586206,0.3050847457627119,0.375,3,6,59,580
O75920,all,1,0.1363636363636363,0.9375,1.3333333333333333,3,5,16,110
O75923,all,0,0.0346153846153846,0.3257918552036199,0.2928362573099415,3,24,221,2080
O75925,all,1,0.0399385560675883,0.2047244094488189,0.3548387096774194,1,26,127,651
O75934,all,0,0.0177777777777777,0.2105263157894736,0.2307692307692307,1,4,19,225
O75940,all,2,0.1092436974789916,0.8666666666666667,1.0,2,13,30,238
O75962,all,0,0.0226025185663545,0.1654846335697399,0.3950617283950617,1,70,423,3097
O75976,all,0,0.0543478260869565,0.3807106598984771,0.7574750830564784,3,25,197,1380
O76021,all,2,0.1673469387755102,0.9879518072289156,1.6363636363636365,2,41,83,490
O76027,all,0,0.0057971014492753,0.0434782608695652,0.0,1,2,46,345
O76031,all,0,0.0600315955766192,0.4935064935064935,0.5303030303030303,2,19,77,633
O76039,all,2,0.06875,0.3646408839779005,0.3047619047619048,2,33,181,960
O76041,all,0,0.0236686390532544,0.183206106870229,0.2222222222222222,2,12,131,1014
O76070,all,1,0.3779527559055118,2.4,1.9666666666666668,8,6,20,127
O76070,regional,1,0.1417322834645669,0.9,0.7666666666666666,3,6,20,127
O76094,all,0,0.0387481371087928,0.3209876543209876,0.95,1,26,81,671
O76096,all,0,0.0275862068965517,0.1904761904761904,0.1428571428571428,1,4,21,145
O94761,all,1,0.0107615894039735,0.1,0.2631578947368421,1,13,130,1208
O94762,all,1,0.0343087790110998,0.2741935483870967,0.3520833333333333,2,17,124,991
O94763,all,2,0.1570093457943925,1.0632911392405062,1.0424448217317486,3,28,79,535
O94811,all,1,0.2191780821917808,1.5,0.975,4,12,32,219
O94811,regional,1,0.1643835616438356,1.125,0.6,3,12,32,219
O94817,all,1,0.0214285714285714,0.1304347826086956,0.1111111111111111,1,3,23,140
O94822,all,0,0.0039637599093997,0.0267175572519083,0.0157894736842105,1,7,262,1766
O94842,all,0,0.4347826086956521,2.4324324324324325,0.9918367346938776,15,18,111,621
O94842,regional,0,0.3478260869565217,1.945945945945946,0.8122448979591836,12,18,111,621
O94851,all,0,0.0097087378640776,0.125,0.1481481481481481,1,19,152,1957
O94855,all,1,0.0610465116279069,0.5,0.5384615384615385,7,9,126,1032
O94856,all,0,0.0022271714922048,0.0140845070422535,0.0389610389610389,1,3,213,1347
O94864,all,0,0.0531400966183574,0.360655737704918,0.5882352941176471,2,11,61,414
O94868,all,1,0.0567567567567567,0.4158415841584158,0.1379310344827586,2,21,101,740
O94875,all,1,0.1127272727272727,0.656084656084656,0.7536231884057971,2,62,189,1100
O94900,all,2,0.0399239543726235,0.2692307692307692,0.2352941176470588,3,7,78,526
O94905,all,0,0.0353982300884955,0.3157894736842105,0.0952380952380952,3,4,38,339
O94906,all,0,0.0935175345377258,1.0232558139534884,0.6023391812865497,4,22,86,941
O94913,all,6,0.2662379421221865,1.9903846153846156,2.276221739821041,6,69,208,1555
O94913,regional,5,0.2218649517684887,1.6586538461538465,1.864457033938688,5,69,208,1555
O94916,all,0,0.039190071848465,0.1834862385321101,0.2556390977443609,2,30,327,1531
O94929,all,1,0.0600292825768667,0.3534482758620689,0.5227272727272727,1,41,116,683
O94972,all,1,0.0165975103734439,0.1045751633986928,0.0555555555555555,1,16,153,964
O94979,all,0,0.3147540983606557,2.1818181818181817,2.1813956681112394,16,24,176,1220
O94986,all,0,0.0146198830409356,0.1196172248803827,0.1276595744680851,1,25,209,1710
O94992,all,1,0.0501392757660167,0.4736842105263157,0.6,1,18,38,359
O94993,all,0,0.0053120849933598,0.032520325203252,0.0465116279069767,1,4,123,753
O95049,all,1,0.0500544069640914,0.3458646616541353,0.3414634146341463,1,46,133,919
O95071,all,0,0.0728831725616291,0.4788732394366197,0.3834258524980174,2,102,426,2799
O95081,all,0,0.1600831600831601,0.8651685393258427,1.2043010752688172,11,7,89,481
O95081,regional,0,0.1018711018711018,0.550561797752809,0.7473118279569892,7,7,89,481
O95104,all,0,0.041848299912816,0.3779527559055118,0.5294117647058824,3,16,127,1147
O95147,all,0,0.0252525252525252,0.2083333333333333,0.0,1,5,24,198
O95155,all,2,0.075268817204301,0.4622641509433962,1.1162790697674418,2,49,212,1302
O95163,all,0,0.0225225225225225,0.1724137931034483,0.1739130434782608,2,15,174,1332
O95180,all,0,0.019974500637484,0.1598639455782313,0.2413793103448276,1,47,294,2353
O95185,all,0,0.0150375939849624,0.1085271317829457,0.1875,1,14,129,931
O95197,all,0,0.0901162790697674,0.4514563106796116,0.5865091463414633,3,31,206,1032
O95231,all,0,0.003875968992248,0.0222222222222222,0.0833333333333333,1,1,45,258
O95232,all,1,0.1388888888888889,0.9375,1.05,3,20,64,432
O95236,all,0,0.0248756218905472,0.1470588235294117,0.0,2,5,68,402
O95255,all,0,0.0219560878243512,0.1793478260869565,0.0916030534351145,3,11,184,1503
O95259,all,0,0.006066734074823,0.0458015267175572,0.0526315789473684,1,6,131,989
O95292,all,5,0.4320987654320987,3.0,3.636363636363636,5,21,35,243
O95292,regional,3,0.2592592592592592,1.8,2.1818181818181817,3,21,35,243
O95319,all,0,0.0078740157480314,0.054054054054054,0.0625,1,4,74,508
O95336,all,0,0.0271317829457364,0.25,0.25,1,7,28,258
O95347,all,0,0.0217209690893901,0.2047244094488189,0.074074074074074,2,13,127,1197
O95373,all,1,0.0173410404624277,0.1894736842105263,0.1793650793650793,2,9,95,1038
O95382,all,0,0.0201863354037267,0.1699346405228758,0.6666666666666666,2,13,153,1288
O95391,all,1,0.0221843003412969,0.2241379310344827,0.2941176470588235,1,13,58,586
O95405,all,0,0.0140350877192982,0.0952380952380952,0.1095890410958904,1,20,210,1425
O95425,all,1,0.2330623306233062,1.5087719298245614,1.39617094017094,6,86,342,2214
O95425,regional,0,0.1165311653116531,0.7543859649122807,0.7384615384615385,3,86,342,2214
O95429,all,1,0.0262582056892779,0.15,0.1612903225806451,1,12,80,457
O95447,all,0,0.0074626865671641,0.0485436893203883,0.0,1,5,103,670
O95456,all,0,0.0381944444444444,0.2444444444444444,0.1212121212121212,1,11,45,288
O95466,all,0,0.0181818181818181,0.1652892561983471,0.1,1,20,121,1100
O95486,all,2,0.1006404391582799,0.6043956043956044,0.7609114249037228,11,10,182,1093
O95486,regional,2,0.1006404391582799,0.6043956043956044,0.7609114249037228,11,10,182,1093
O95487,all,3,0.4416403785488959,2.40343347639485,3.22119602518576,35,16,233,1268
O95487,regional,3,0.3154574132492113,1.7167381974248928,2.387141535615171,25,16,233,1268
O95613,all,0,0.1103117505995203,0.917705735660848,0.7883473527956457,4,92,401,3336
O95625,all,0,0.0379867046533713,0.2631578947368421,0.3425559947299078,2,20,152,1053
O95628,all,3,0.4869565217391304,2.772277227722772,2.6887508626639063,14,20,101,575
O95628,regional,2,0.2782608695652174,1.5841584158415842,1.5515873015873014,8,20,101,575
O95677,all,0,0.1752738654147105,0.7887323943661971,0.6616883116883117,7,16,142,639
O95696,all,1,0.0775047258979206,0.7454545454545455,1.096774193548387,2,41,110,1058
O95714,all,0,0.0223417459660736,0.1619190404797601,0.1999135375494071,2,54,667,4834
O95721,all,3,0.3100775193798449,2.3529411764705883,2.2666666666666666,4,20,34,258
O95747,all,0,0.0398481973434535,0.2876712328767123,0.2,1,21,73,527
O95777,all,0,0.0520833333333333,0.3571428571428571,0.25,1,5,14,96
O95782,all,1,0.0368474923234391,0.3272727272727272,0.1076923076923077,2,18,110,977
O95785,all,0,0.0236220472440944,0.2096774193548387,0.4583333333333333,1,39,186,1651
O95786,all,0,0.0129729729729729,0.1224489795918367,0.2413793103448276,1,12,98,925
O95789,all,0,0.0724528301886792,0.4247787610619469,0.361244019138756,6,16,226,1325
O95800,all,0,0.0018518518518518,0.010204081632653,0.0,1,1,98,540
O95816,all,0,0.0426540284360189,0.3103448275862069,0.2631578947368421,1,9,29,211
O95817,all,5,0.6086956521739131,4.216867469879518,4.444444444444445,10,35,83,575
O95817,regional,3,0.1826086956521739,1.2650602409638554,1.3333333333333333,3,35,83,575
O95819,all,0,0.0677966101694915,0.5121951219512195,0.6875,1,84,164,1239
O95822,all,0,0.0040567951318458,0.037037037037037,0.0,1,2,54,493
O95835,all,1,0.1769911504424778,1.2121212121212122,1.0,5,40,165,1130
O95835,regional,1,0.1769911504424778,1.2121212121212122,1.0,5,40,165,1130
O95861,all,0,0.0194805194805194,0.1764705882352941,0.0769230769230769,1,6,34,308
O95863,all,0,0.053030303030303,0.3255813953488372,0.3333333333333333,1,14,43,264
O95865,all,1,0.1824561403508772,1.4857142857142858,1.2,4,13,35,285
O95881,all,0,0.0116279069767441,0.1176470588235294,0.1,1,2,17,172
O95922,all,0,0.0094562647754137,0.0769230769230769,0.1,1,4,52,423
O95948,all,0,0.0119047619047619,0.0697674418604651,0.074074074074074,2,3,86,504
O95996,all,0,0.014329135909683,0.0921787709497206,0.135593220338983,1,33,358,2303
O96005,all,0,0.0134529147982062,0.1022727272727272,0.0681818181818181,1,9,88,669
O96008,all,0,0.0443213296398892,0.2962962962962963,0.32,2,8,54,361
O96017,all,1,0.0755064456721915,0.4823529411764706,0.4230769230769231,1,41,85,543
O96019,all,1,0.0233100233100233,0.175438596491228,0.5714285714285714,2,5,57,429
O96020,all,0,0.0445544554455445,0.3461538461538461,0.8,2,9,52,404
O96028,all,0,0.1164835164835164,0.8594594594594595,0.8181818181818182,3,53,185,1365
P00338,all,0,0.0843373493975903,0.7368421052631579,0.7692307692307693,2,14,38,332
P00387,all,1,0.0730897009966777,0.7586206896551724,0.7058823529411765,2,11,29,301
P00519,all,1,0.1026548672566371,0.6270270270270271,1.096774193548387,2,58,185,1130
P00533,all,1,0.2950413223140496,2.4121621621621623,1.2735042735042734,7,51,148,1210
P00558,all,0,0.052757793764988,0.5365853658536586,0.75,1,22,41,417
P00738,all,0,0.0024630541871921,0.025,0.0,1,1,40,406
P00915,all,0,0.0689655172413793,0.4090909090909091,0.3928571428571428,2,9,44,261
P01100,all,0,0.1184210526315789,0.569620253164557,0.4155844155844155,3,15,79,380
P01215,all,0,0.0172413793103448,0.1052631578947368,0.1176470588235294,2,1,19,116
P02511,all,0,0.08,0.5384615384615384,0.25,1,14,26,175
P02545,all,24,3.496987951807229,22.114285714285717,21.62804878048781,27,86,105,664
P02545,regional,14,1.813253012048193,11.466666666666669,11.11890243902439,14,86,105,664
P02549,all,0,0.0322447292269532,0.3497757847533632,0.3854901960784314,3,26,223,2419
P02686,all,1,0.0756578947368421,0.4339622641509434,0.8,1,23,53,304
P02724,all,0,0.0933333333333333,0.3888888888888889,0.2769230769230769,2,7,36,150
P02730,all,0,0.0559824368825466,0.504950495049505,0.3121212121212121,3,17,101,911
P02786,all,2,0.1447368421052631,1.1,1.9345872518286311,5,22,100,760
P02794,all,1,0.087431693989071,0.8421052631578947,0.5714285714285714,2,8,19,183
P03897,all,0,0.008695652173913,0.0769230769230769,0.0769230769230769,1,1,13,115
P04004,all,0,0.0355648535564853,0.320754716981132,0.25,1,17,53,478
P04035,all,0,0.018018018018018,0.1300813008130081,0.0338983050847457,1,16,123,888
P04040,all,0,0.0512333965844402,0.5510204081632653,0.6988795518207283,3,9,49,527
P04049,all,0,0.0848765432098765,0.514018691588785,0.7727272727272727,1,55,107,648
P04062,all,0,0.0149253731343283,0.1052631578947368,0.0,2,4,76,536
P04066,all,0,0.0021459227467811,0.0166666666666666,0.0416666666666666,1,1,60,466
P04075,all,2,0.1648351648351648,1.4285714285714286,1.263157894736842,2,30,42,364
P04150,all,5,0.3693693693693693,2.1417910447761197,2.543554006968641,7,41,134,777
P04150,regional,3,0.2638352638352638,1.5298507462686568,1.8118466898954704,5,41,134,777
P04181,all,0,0.0182232346241457,0.1777777777777777,0.0,2,4,45,439
P04198,all,0,0.0150862068965517,0.1129032258064516,0.16,1,7,62,464
P04264,all,1,0.0962732919254658,0.543859649122807,0.4507317073170732,2,31,114,644
P04406,all,2,0.2029850746268656,1.619047619047619,1.6521739130434785,2,34,42,335
P04439,all,1,0.0410958904109589,0.2830188679245283,0.2352941176470588,1,15,53,365
P04632,all,1,0.0597014925373134,0.5517241379310345,1.0,2,8,29,268
P04637,all,1,0.089058524173028,0.5833333333333334,0.5833333333333334,1,35,60,393
P04792,all,7,0.8536585365853658,5.0,5.045454545454546,7,25,35,205
P04792,regional,5,0.6097560975609756,3.571428571428572,3.462121212121212,5,25,35,205
P04818,all,0,0.0575079872204472,0.6428571428571429,0.6223776223776223,2,9,28,313
P04843,all,2,0.115321252059308,0.8641975308641975,0.7333333333333334,5,14,81,607
P04844,all,1,0.1109350237717908,0.660377358490566,0.7853107344632768,5,14,106,631
P04899,all,0,0.0676056338028169,0.5581395348837209,0.1333333333333333,4,6,43,355
P05026,all,0,0.0066006600660066,0.08,0.0,2,1,25,303
P05067,all,1,0.0779220779220779,0.7058823529411765,0.875,6,10,85,770
P05160,all,0,0.0090771558245083,0.0659340659340659,0.1142857142857142,2,3,91,661
P05164,all,0,0.0080536912751677,0.0705882352941176,0.08,1,6,85,745
P05166,all,1,0.0074211502782931,0.0666666666666666,0.2,1,4,60,539
P05186,all,1,0.0190839694656488,0.1515151515151515,0.174074074074074,2,5,66,524
P05198,all,1,0.1333333333333333,1.3548387096774193,0.8333333333333333,3,14,31,315
P05387,all,4,0.3826086956521739,3.6666666666666665,3.5,4,11,12,115
P05388,all,4,0.1892744479495268,1.6216216216216215,2.238095238095238,4,15,37,317
P05412,all,0,0.1540785498489426,1.0408163265306123,0.4285714285714285,3,17,49,331
P05549,all,0,0.068649885583524,0.5084745762711864,0.4523809523809523,3,10,59,437
P05556,all,1,0.1228070175438596,0.9514563106796116,1.298663101604278,7,14,103,798
P05556,regional,1,0.0526315789473684,0.4077669902912621,0.75,3,14,103,798
P05783,all,12,1.3395348837209302,8.597014925373134,8.25,12,48,67,430
P05783,regional,10,1.1162790697674418,7.164179104477612,6.875,10,48,67,430
P05787,all,23,3.619047619047619,21.317073170731707,21.15034965034965,23,76,82,483
P05787,regional,17,2.6749482401656315,15.75609756097561,15.342657342657343,17,76,82,483
P06396,all,1,0.0204603580562659,0.1839080459770115,0.2,1,16,87,782
P06401,all,4,0.2947481243301179,2.2357723577235773,1.8467236467236468,11,25,123,933
P06401,regional,0,0.1071811361200428,0.8130081300813008,0.4615384615384615,4,25,123,933
P06730,all,0,0.1198156682027649,0.8666666666666667,0.0,2,13,30,217
P06733,all,1,0.1428571428571428,1.4090909090909092,1.435897435897436,2,31,44,434
P06737,all,1,0.0200708382526564,0.2266666666666666,0.1481481481481481,1,17,75,847
P06748,all,5,0.5952380952380952,4.861111111111111,5.0,5,35,36,294
P06748,regional,3,0.3571428571428571,2.9166666666666665,3.0,3,35,36,294
P06756,all,0,0.0076335877862595,0.0655737704918032,0.5,1,8,122,1048
P07093,all,0,0.0050251256281407,0.0350877192982456,0.048780487804878,1,2,57,398
P07196,all,0,0.1988950276243093,1.3670886075949369,1.0041356492969395,12,9,79,543
P07196,regional,0,0.149171270718232,1.0253164556962024,0.8502894954507858,9,9,79,543
P07197,all,2,0.1965065502183406,1.3953488372093024,0.813953488372093,5,36,129,916
P07197,regional,1,0.1572052401746725,1.1162790697674418,0.6511627906976745,4,36,129,916
P07339,all,0,0.0509708737864077,0.3620689655172414,0.3870967741935484,3,7,58,412
P07339,regional,0,0.0509708737864077,0.3620689655172414,0.3870967741935484,3,7,58,412
P07355,all,0,0.1091445427728613,0.8409090909090909,0.782608695652174,1,37,44,339
P07359,all,2,0.0306748466257668,0.1538461538461538,0.3846153846153846,2,10,130,652
P07437,all,9,0.75,5.842105263157895,5.706349206349207,9,37,57,444
P07478,all,1,0.020242914979757,0.15625,0.1333333333333333,1,5,32,247
P07602,all,2,0.1068702290076335,1.037037037037037,0.9722222222222222,8,7,54,524
P07711,all,0,0.009009009009009,0.081081081081081,0.0909090909090909,1,3,37,333
P07814,all,3,0.1746031746031746,1.5348837209302326,1.5516117554970468,6,44,172,1512
P07858,all,0,0.0088495575221238,0.0714285714285714,0.0416666666666666,3,1,42,339
P07910,all,2,0.1895424836601307,1.4146341463414631,1.1666666666666663,2,29,41,306
P07942,all,1,0.0167973124300112,0.1408450704225352,0.3076923076923077,2,15,213,1786
P07954,all,1,0.0392156862745098,0.3508771929824561,0.4,2,10,57,510
P08047,all,3,0.5171974522292994,2.475609756097561,2.286613023999594,14,29,164,785
P08047,regional,0,0.110828025477707,0.5304878048780488,0.4655172413793103,3,29,164,785
P08133,all,1,0.0832095096582466,0.717948717948718,0.7151979565772669,2,28,78,673
P08235,all,2,0.1341463414634146,0.6666666666666666,0.981132075471698,4,33,198,984
P08235,regional,1,0.1006097560975609,0.5,0.7358490566037735,3,33,198,984
P08238,all,1,0.143646408839779,1.2682926829268293,1.0,2,52,82,724
P08240,all,0,0.122257053291536,0.9176470588235294,0.7058823529411765,3,26,85,638
P08476,all,0,0.0023474178403755,0.0196078431372549,0.0,1,1,51,426
P08572,all,0,0.0116822429906542,0.1739130434782608,0.1666666666666666,2,10,115,1712
P08575,all,0,0.0306278713629402,0.1941747572815534,0.0625,2,20,206,1306
P08581,all,0,0.0223021582733812,0.1497584541062802,0.1358024691358024,1,31,207,1390
P08648,all,1,0.0104861773117254,0.0827067669172932,0.2962962962962963,1,11,133,1049
P08651,all,6,0.7440944881889764,4.153846153846154,6.074285714285715,9,42,91,508
P08651,regional,3,0.4960629921259842,2.769230769230769,4.285714285714286,6,42,91,508
P08670,all,24,3.326180257510729,22.794117647058822,23.229559748427672,25,62,68,466
P08670,regional,18,2.3948497854077253,16.41176470588235,16.867924528301884,18,62,68,466
P08727,all,4,0.41,2.7333333333333334,2.7857142857142856,4,41,60,400
P08729,all,0,0.0767590618336887,0.5625,0.5769230769230769,1,36,64,469
P08754,all,1,0.0141242937853107,0.1162790697674418,0.1481481481481481,1,5,43,354
P08758,all,2,0.1375,1.0,0.6956521739130435,2,22,44,320
P09012,all,1,0.0283687943262411,0.3333333333333333,0.7333333333333334,2,4,24,282
P09429,all,2,0.1674418604651162,2.25,2.1818181818181817,3,12,16,215
P09622,all,0,0.0117878192534381,0.1034482758620689,0.0588235294117647,1,6,58,509
P09651,all,6,0.4354838709677419,3.0,3.6926406926406927,6,27,54,372
P09651,regional,4,0.2903225806451613,2.0,3.0,4,27,54,372
P09758,all,0,0.0092879256965944,0.09375,0.0,1,3,32,323
P09769,all,1,0.0226843100189035,0.1935483870967742,0.1071428571428571,2,6,62,529
P09912,all,0,0.0076923076923076,0.05,0.0,1,1,20,130
P0C6C1,all,0,0.0242990654205607,0.1397849462365591,0.1142857142857142,1,13,93,535
P0C7M7,all,0,0.0051724137931034,0.0416666666666666,0.04,1,3,72,580
P0C7P4,all,1,0.0070671378091872,0.048780487804878,0.0555555555555555,1,2,41,283
P0C7T5,all,1,0.3483309143686502,2.0689655172413794,3.607843137254902,12,20,116,689
P0C7T5,regional,1,0.2612481857764877,1.5517241379310345,2.725490196078431,9,20,116,689
P0C7U0,all,0,0.0169082125603864,0.1217391304347826,0.0789473684210526,1,14,115,828
P0CAP2,all,0,0.0190217391304347,0.125,0.2,1,7,56,368
P0CF97,all,0,0.0121765601217656,0.08,0.0428571428571428,1,8,100,657
P0CG12,all,0,0.0610687022900763,0.4444444444444444,0.4666666666666667,4,8,72,524
P0CG13,all,1,0.024793388429752,0.2307692307692307,0.2222222222222222,3,1,13,121
P0CG13,regional,1,0.024793388429752,0.2307692307692307,0.2222222222222222,3,1,13,121
P0CJ78,all,1,0.0169971671388102,0.144,0.3333333333333333,2,9,125,1059
P10070,all,0,0.0680958385876418,0.4014869888475836,0.2547169811320754,3,36,269,1586
P10070,regional,0,0.0680958385876418,0.4014869888475836,0.2547169811320754,3,36,269,1586
P10071,all,0,0.0183544303797468,0.0950819672131147,0.0869565217391304,1,29,305,1580
P10144,all,0,0.0040485829959514,0.037037037037037,0.0833333333333333,1,1,27,247
P10155,all,0,0.0185873605947955,0.1587301587301587,0.1666666666666666,1,10,63,538
